trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
11064006-MM2025-InvFer-Semaine-00,12:43:00,12:43:00,MM02,2,0,0
11064006-MM2025-InvFer-Semaine-00,12:45:00,12:45:00,MM01,3,0,0
11064006-MM2025-InvFer-Semaine-00,12:46:38,12:46:38,MM04,4,0,0
11064006-MM2025-InvFer-Semaine-00,12:48:00,12:48:00,MM05,5,0,0
11064006-MM2025-InvFer-Semaine-00,12:49:51,12:49:51,MM07,6,0,0
11064006-MM2025-InvFer-Semaine-00,12:51:00,12:51:00,MM06,7,0,0
11064006-MM2025-InvFer-Semaine-00,12:57:00,12:57:00,MM08,8,0,0
11064007-MM2025-InvFer-Semaine-00,12:44:00,12:44:00,MM03,1,0,0
11064007-MM2025-InvFer-Semaine-00,12:48:00,12:48:00,MM02,2,0,0
11064007-MM2025-InvFer-Semaine-00,12:50:00,12:50:00,MM01,3,0,0
11064007-MM2025-InvFer-Semaine-00,12:51:38,12:51:38,MM04,4,0,0
11064007-MM2025-InvFer-Semaine-00,12:53:00,12:53:00,MM05,5,0,0
11064007-MM2025-InvFer-Semaine-00,12:54:51,12:54:51,MM07,6,0,0
11064007-MM2025-InvFer-Semaine-00,12:56:00,12:56:00,MM06,7,0,0
11064007-MM2025-InvFer-Semaine-00,13:02:00,13:02:00,MM08,8,0,0
11064008-MM2025-InvFer-Semaine-00,12:50:00,12:50:00,MM03,1,0,0
11064008-MM2025-InvFer-Semaine-00,12:54:00,12:54:00,MM02,2,0,0
11064008-MM2025-InvFer-Semaine-00,12:56:00,12:56:00,MM01,3,0,0
11064008-MM2025-InvFer-Semaine-00,12:57:38,12:57:38,MM04,4,0,0
11064008-MM2025-InvFer-Semaine-00,12:59:00,12:59:00,MM05,5,0,0
11064008-MM2025-InvFer-Semaine-00,13:00:51,13:00:51,MM07,6,0,0
11064008-MM2025-InvFer-Semaine-00,13:02:00,13:02:00,MM06,7,0,0
11064008-MM2025-InvFer-Semaine-00,13:08:00,13:08:00,MM08,8,0,0
11064009-MM2025-InvFer-Semaine-00,12:56:00,12:56:00,MM03,1,0,0
11064009-MM2025-InvFer-Semaine-00,13:00:00,13:00:00,MM02,2,0,0
11064009-MM2025-InvFer-Semaine-00,13:02:00,13:02:00,MM01,3,0,0
11064009-MM2025-InvFer-Semaine-00,13:03:38,13:03:38,MM04,4,0,0
11064009-MM2025-InvFer-Semaine-00,13:05:00,13:05:00,MM05,5,0,0
11064009-MM2025-InvFer-Semaine-00,13:06:51,13:06:51,MM07,6,0,0
11064009-MM2025-InvFer-Semaine-00,13:08:00,13:08:00,MM06,7,0,0
11064009-MM2025-InvFer-Semaine-00,13:14:00,13:14:00,MM08,8,0,0
11064010-MM2025-InvFer-Semaine-00,13:01:00,13:01:00,MM03,1,0,0
11064010-MM2025-InvFer-Semaine-00,13:05:00,13:05:00,MM02,2,0,0
11064010-MM2025-InvFer-Semaine-00,13:07:00,13:07:00,MM01,3,0,0
11064010-MM2025-InvFer-Semaine-00,13:08:38,13:08:38,MM04,4,0,0
11064010-MM2025-InvFer-Semaine-00,13:10:00,13:10:00,MM05,5,0,0
11064010-MM2025-InvFer-Semaine-00,13:11:51,13:11:51,MM07,6,0,0
11064010-MM2025-InvFer-Semaine-00,13:13:00,13:13:00,MM06,7,0,0
11064010-MM2025-InvFer-Semaine-00,13:19:00,13:19:00,MM08,8,0,0
11064011-MM2025-InvFer-Semaine-00,13:07:00,13:07:00,MM03,1,0,0
11064011-MM2025-InvFer-Semaine-00,13:11:00,13:11:00,MM02,2,0,0
11064011-MM2025-InvFer-Semaine-00,13:13:00,13:13:00,MM01,3,0,0
11064011-MM2025-InvFer-Semaine-00,13:14:38,13:14:38,MM04,4,0,0
11064011-MM2025-InvFer-Semaine-00,13:16:00,13:16:00,MM05,5,0,0
11064011-MM2025-InvFer-Semaine-00,13:17:51,13:17:51,MM07,6,0,0
11064011-MM2025-InvFer-Semaine-00,13:19:00,13:19:00,MM06,7,0,0
11064011-MM2025-InvFer-Semaine-00,13:25:00,13:25:00,MM08,8,0,0
11064012-MM2025-InvFer-Semaine-00,13:13:00,13:13:00,MM03,1,0,0
11064012-MM2025-InvFer-Semaine-00,13:17:00,13:17:00,MM02,2,0,0
11064012-MM2025-InvFer-Semaine-00,13:19:00,13:19:00,MM01,3,0,0
11064012-MM2025-InvFer-Semaine-00,13:20:38,13:20:38,MM04,4,0,0
11064012-MM2025-InvFer-Semaine-00,13:22:00,13:22:00,MM05,5,0,0
11064012-MM2025-InvFer-Semaine-00,13:23:51,13:23:51,MM07,6,0,0
11064012-MM2025-InvFer-Semaine-00,13:25:00,13:25:00,MM06,7,0,0
11064012-MM2025-InvFer-Semaine-00,13:31:00,13:31:00,MM08,8,0,0
11064013-MM2025-InvFer-Semaine-00,13:19:00,13:19:00,MM03,1,0,0
11064013-MM2025-InvFer-Semaine-00,13:23:00,13:23:00,MM02,2,0,0
11064013-MM2025-InvFer-Semaine-00,13:25:00,13:25:00,MM01,3,0,0
11064013-MM2025-InvFer-Semaine-00,13:26:38,13:26:38,MM04,4,0,0
11064013-MM2025-InvFer-Semaine-00,13:28:00,13:28:00,MM05,5,0,0
11064013-MM2025-InvFer-Semaine-00,13:29:51,13:29:51,MM07,6,0,0
11064013-MM2025-InvFer-Semaine-00,13:31:00,13:31:00,MM06,7,0,0
11064013-MM2025-InvFer-Semaine-00,13:37:00,13:37:00,MM08,8,0,0
11064014-MM2025-InvFer-Semaine-00,13:24:00,13:24:00,MM03,1,0,0
11064014-MM2025-InvFer-Semaine-00,13:28:00,13:28:00,MM02,2,0,0
11064014-MM2025-InvFer-Semaine-00,13:30:00,13:30:00,MM01,3,0,0
11064014-MM2025-InvFer-Semaine-00,13:31:38,13:31:38,MM04,4,0,0
11064014-MM2025-InvFer-Semaine-00,13:33:00,13:33:00,MM05,5,0,0
11064014-MM2025-InvFer-Semaine-00,13:34:51,13:34:51,MM07,6,0,0
11064014-MM2025-InvFer-Semaine-00,13:36:00,13:36:00,MM06,7,0,0
11064014-MM2025-InvFer-Semaine-00,13:42:00,13:42:00,MM08,8,0,0
11064015-MM2025-InvFer-Semaine-00,13:30:00,13:30:00,MM03,1,0,0
11064015-MM2025-InvFer-Semaine-00,13:34:00,13:34:00,MM02,2,0,0
11064015-MM2025-InvFer-Semaine-00,13:36:00,13:36:00,MM01,3,0,0
11064015-MM2025-InvFer-Semaine-00,13:37:38,13:37:38,MM04,4,0,0
11064015-MM2025-InvFer-Semaine-00,13:39:00,13:39:00,MM05,5,0,0
11064015-MM2025-InvFer-Semaine-00,13:40:51,13:40:51,MM07,6,0,0
11064015-MM2025-InvFer-Semaine-00,13:42:00,13:42:00,MM06,7,0,0
11064015-MM2025-InvFer-Semaine-00,13:48:00,13:48:00,MM08,8,0,0
11064016-MM2025-InvFer-Semaine-00,13:36:00,13:36:00,MM03,1,0,0
11064016-MM2025-InvFer-Semaine-00,13:40:00,13:40:00,MM02,2,0,0
11064016-MM2025-InvFer-Semaine-00,13:42:00,13:42:00,MM01,3,0,0
11064016-MM2025-InvFer-Semaine-00,13:43:38,13:43:38,MM04,4,0,0
11064016-MM2025-InvFer-Semaine-00,13:45:00,13:45:00,MM05,5,0,0
11064016-MM2025-InvFer-Semaine-00,13:46:51,13:46:51,MM07,6,0,0
11064016-MM2025-InvFer-Semaine-00,13:48:00,13:48:00,MM06,7,0,0
11064016-MM2025-InvFer-Semaine-00,13:54:00,13:54:00,MM08,8,0,0
11064017-MM2025-InvFer-Semaine-00,13:41:00,13:41:00,MM03,1,0,0
11064017-MM2025-InvFer-Semaine-00,13:45:00,13:45:00,MM02,2,0,0
11064017-MM2025-InvFer-Semaine-00,13:47:00,13:47:00,MM01,3,0,0
11064017-MM2025-InvFer-Semaine-00,13:48:38,13:48:38,MM04,4,0,0
11064017-MM2025-InvFer-Semaine-00,13:50:00,13:50:00,MM05,5,0,0
11064017-MM2025-InvFer-Semaine-00,13:51:51,13:51:51,MM07,6,0,0
11064017-MM2025-InvFer-Semaine-00,13:53:00,13:53:00,MM06,7,0,0
11064017-MM2025-InvFer-Semaine-00,13:59:00,13:59:00,MM08,8,0,0
11064018-MM2025-InvFer-Semaine-00,13:47:00,13:47:00,MM03,1,0,0
11064018-MM2025-InvFer-Semaine-00,13:51:00,13:51:00,MM02,2,0,0
11064018-MM2025-InvFer-Semaine-00,13:53:00,13:53:00,MM01,3,0,0
11064018-MM2025-InvFer-Semaine-00,13:54:38,13:54:38,MM04,4,0,0
11064018-MM2025-InvFer-Semaine-00,13:56:00,13:56:00,MM05,5,0,0
11064018-MM2025-InvFer-Semaine-00,13:57:51,13:57:51,MM07,6,0,0
11064018-MM2025-InvFer-Semaine-00,13:59:00,13:59:00,MM06,7,0,0
11064018-MM2025-InvFer-Semaine-00,14:05:00,14:05:00,MM08,8,0,0
11064019-MM2025-InvFer-Semaine-00,13:53:00,13:53:00,MM03,1,0,0
11064019-MM2025-InvFer-Semaine-00,13:57:00,13:57:00,MM02,2,0,0
11064019-MM2025-InvFer-Semaine-00,13:59:00,13:59:00,MM01,3,0,0
11064019-MM2025-InvFer-Semaine-00,14:00:38,14:00:38,MM04,4,0,0
11064019-MM2025-InvFer-Semaine-00,14:02:00,14:02:00,MM05,5,0,0
11064019-MM2025-InvFer-Semaine-00,14:03:51,14:03:51,MM07,6,0,0
11064019-MM2025-InvFer-Semaine-00,14:05:00,14:05:00,MM06,7,0,0
11064019-MM2025-InvFer-Semaine-00,14:11:00,14:11:00,MM08,8,0,0
11064020-MM2025-InvFer-Semaine-00,13:59:00,13:59:00,MM03,1,0,0
11064020-MM2025-InvFer-Semaine-00,14:03:00,14:03:00,MM02,2,0,0
11064020-MM2025-InvFer-Semaine-00,14:05:00,14:05:00,MM01,3,0,0
11064020-MM2025-InvFer-Semaine-00,14:06:38,14:06:38,MM04,4,0,0
11064020-MM2025-InvFer-Semaine-00,14:08:00,14:08:00,MM05,5,0,0
11064020-MM2025-InvFer-Semaine-00,14:09:51,14:09:51,MM07,6,0,0
11064020-MM2025-InvFer-Semaine-00,14:11:00,14:11:00,MM06,7,0,0
11064020-MM2025-InvFer-Semaine-00,14:17:00,14:17:00,MM08,8,0,0
11064021-MM2025-InvFer-Semaine-00,14:04:00,14:04:00,MM03,1,0,0
11064021-MM2025-InvFer-Semaine-00,14:08:00,14:08:00,MM02,2,0,0
11064021-MM2025-InvFer-Semaine-00,14:10:00,14:10:00,MM01,3,0,0
11064021-MM2025-InvFer-Semaine-00,14:11:38,14:11:38,MM04,4,0,0
11064021-MM2025-InvFer-Semaine-00,14:13:00,14:13:00,MM05,5,0,0
11064021-MM2025-InvFer-Semaine-00,14:14:51,14:14:51,MM07,6,0,0
11064021-MM2025-InvFer-Semaine-00,14:16:00,14:16:00,MM06,7,0,0
11064021-MM2025-InvFer-Semaine-00,14:22:00,14:22:00,MM08,8,0,0
11064022-MM2025-InvFer-Semaine-00,14:10:00,14:10:00,MM03,1,0,0
11064022-MM2025-InvFer-Semaine-00,14:14:00,14:14:00,MM02,2,0,0
11064022-MM2025-InvFer-Semaine-00,14:16:00,14:16:00,MM01,3,0,0
11064022-MM2025-InvFer-Semaine-00,14:17:38,14:17:38,MM04,4,0,0
11064022-MM2025-InvFer-Semaine-00,14:19:00,14:19:00,MM05,5,0,0
11064022-MM2025-InvFer-Semaine-00,14:20:51,14:20:51,MM07,6,0,0
11064022-MM2025-InvFer-Semaine-00,14:22:00,14:22:00,MM06,7,0,0
11064022-MM2025-InvFer-Semaine-00,14:28:00,14:28:00,MM08,8,0,0
11064023-MM2025-InvFer-Semaine-00,14:16:00,14:16:00,MM03,1,0,0
11064023-MM2025-InvFer-Semaine-00,14:20:00,14:20:00,MM02,2,0,0
11064023-MM2025-InvFer-Semaine-00,14:22:00,14:22:00,MM01,3,0,0
11064023-MM2025-InvFer-Semaine-00,14:23:38,14:23:38,MM04,4,0,0
11064023-MM2025-InvFer-Semaine-00,14:25:00,14:25:00,MM05,5,0,0
11064023-MM2025-InvFer-Semaine-00,14:26:51,14:26:51,MM07,6,0,0
11064023-MM2025-InvFer-Semaine-00,14:28:00,14:28:00,MM06,7,0,0
11064023-MM2025-InvFer-Semaine-00,14:34:00,14:34:00,MM08,8,0,0
11064024-MM2025-InvFer-Semaine-00,14:21:00,14:21:00,MM03,1,0,0
11064024-MM2025-InvFer-Semaine-00,14:25:00,14:25:00,MM02,2,0,0
11064024-MM2025-InvFer-Semaine-00,14:27:00,14:27:00,MM01,3,0,0
11064024-MM2025-InvFer-Semaine-00,14:28:38,14:28:38,MM04,4,0,0
11064024-MM2025-InvFer-Semaine-00,14:30:00,14:30:00,MM05,5,0,0
11064024-MM2025-InvFer-Semaine-00,14:31:51,14:31:51,MM07,6,0,0
11064024-MM2025-InvFer-Semaine-00,14:33:00,14:33:00,MM06,7,0,0
11064024-MM2025-InvFer-Semaine-00,14:39:00,14:39:00,MM08,8,0,0
11064025-MM2025-InvFer-Semaine-00,14:27:00,14:27:00,MM03,1,0,0
11064025-MM2025-InvFer-Semaine-00,14:31:00,14:31:00,MM02,2,0,0
11064025-MM2025-InvFer-Semaine-00,14:33:00,14:33:00,MM01,3,0,0
11064025-MM2025-InvFer-Semaine-00,14:34:38,14:34:38,MM04,4,0,0
11064025-MM2025-InvFer-Semaine-00,14:36:00,14:36:00,MM05,5,0,0
11064025-MM2025-InvFer-Semaine-00,14:37:51,14:37:51,MM07,6,0,0
11064025-MM2025-InvFer-Semaine-00,14:39:00,14:39:00,MM06,7,0,0
11064025-MM2025-InvFer-Semaine-00,14:45:00,14:45:00,MM08,8,0,0
11064026-MM2025-InvFer-Semaine-00,14:33:00,14:33:00,MM03,1,0,0
11064026-MM2025-InvFer-Semaine-00,14:37:00,14:37:00,MM02,2,0,0
11064026-MM2025-InvFer-Semaine-00,14:39:00,14:39:00,MM01,3,0,0
11064026-MM2025-InvFer-Semaine-00,14:40:38,14:40:38,MM04,4,0,0
11064026-MM2025-InvFer-Semaine-00,14:42:00,14:42:00,MM05,5,0,0
11064026-MM2025-InvFer-Semaine-00,14:43:51,14:43:51,MM07,6,0,0
11064026-MM2025-InvFer-Semaine-00,14:45:00,14:45:00,MM06,7,0,0
11064026-MM2025-InvFer-Semaine-00,14:51:00,14:51:00,MM08,8,0,0
11064027-MM2025-InvFer-Semaine-00,14:39:00,14:39:00,MM03,1,0,0
11064027-MM2025-InvFer-Semaine-00,14:43:00,14:43:00,MM02,2,0,0
11064027-MM2025-InvFer-Semaine-00,14:45:00,14:45:00,MM01,3,0,0
11064027-MM2025-InvFer-Semaine-00,14:46:38,14:46:38,MM04,4,0,0
11064027-MM2025-InvFer-Semaine-00,14:48:00,14:48:00,MM05,5,0,0
11064027-MM2025-InvFer-Semaine-00,14:49:51,14:49:51,MM07,6,0,0
11064027-MM2025-InvFer-Semaine-00,14:51:00,14:51:00,MM06,7,0,0
11064027-MM2025-InvFer-Semaine-00,14:57:00,14:57:00,MM08,8,0,0
11064028-MM2025-InvFer-Semaine-00,14:44:00,14:44:00,MM03,1,0,0
11064028-MM2025-InvFer-Semaine-00,14:48:00,14:48:00,MM02,2,0,0
11064028-MM2025-InvFer-Semaine-00,14:50:00,14:50:00,MM01,3,0,0
11064028-MM2025-InvFer-Semaine-00,14:51:38,14:51:38,MM04,4,0,0
11064028-MM2025-InvFer-Semaine-00,14:53:00,14:53:00,MM05,5,0,0
11064028-MM2025-InvFer-Semaine-00,14:54:51,14:54:51,MM07,6,0,0
11064028-MM2025-InvFer-Semaine-00,14:56:00,14:56:00,MM06,7,0,0
11064028-MM2025-InvFer-Semaine-00,15:02:00,15:02:00,MM08,8,0,0
11064029-MM2025-InvFer-Semaine-00,14:50:00,14:50:00,MM03,1,0,0
11064029-MM2025-InvFer-Semaine-00,14:54:00,14:54:00,MM02,2,0,0
11064029-MM2025-InvFer-Semaine-00,14:56:00,14:56:00,MM01,3,0,0
11064029-MM2025-InvFer-Semaine-00,14:57:38,14:57:38,MM04,4,0,0
11064029-MM2025-InvFer-Semaine-00,14:59:00,14:59:00,MM05,5,0,0
11064029-MM2025-InvFer-Semaine-00,15:00:51,15:00:51,MM07,6,0,0
11064029-MM2025-InvFer-Semaine-00,15:02:00,15:02:00,MM06,7,0,0
11064029-MM2025-InvFer-Semaine-00,15:08:00,15:08:00,MM08,8,0,0
11064030-MM2025-InvFer-Semaine-00,14:56:00,14:56:00,MM03,1,0,0
11064030-MM2025-InvFer-Semaine-00,15:00:00,15:00:00,MM02,2,0,0
11064030-MM2025-InvFer-Semaine-00,15:02:00,15:02:00,MM01,3,0,0
11064030-MM2025-InvFer-Semaine-00,15:03:38,15:03:38,MM04,4,0,0
11064030-MM2025-InvFer-Semaine-00,15:05:00,15:05:00,MM05,5,0,0
11064030-MM2025-InvFer-Semaine-00,15:06:51,15:06:51,MM07,6,0,0
11064030-MM2025-InvFer-Semaine-00,15:08:00,15:08:00,MM06,7,0,0
11064030-MM2025-InvFer-Semaine-00,15:14:00,15:14:00,MM08,8,0,0
11064031-MM2025-InvFer-Semaine-00,15:01:00,15:01:00,MM03,1,0,0
11064031-MM2025-InvFer-Semaine-00,15:05:00,15:05:00,MM02,2,0,0
11064031-MM2025-InvFer-Semaine-00,15:07:00,15:07:00,MM01,3,0,0
11064031-MM2025-InvFer-Semaine-00,15:08:38,15:08:38,MM04,4,0,0
11064031-MM2025-InvFer-Semaine-00,15:10:00,15:10:00,MM05,5,0,0
11064031-MM2025-InvFer-Semaine-00,15:11:51,15:11:51,MM07,6,0,0
11064031-MM2025-InvFer-Semaine-00,15:13:00,15:13:00,MM06,7,0,0
11064031-MM2025-InvFer-Semaine-00,15:19:00,15:19:00,MM08,8,0,0
11064032-MM2025-InvFer-Semaine-00,15:07:00,15:07:00,MM03,1,0,0
11064032-MM2025-InvFer-Semaine-00,15:11:00,15:11:00,MM02,2,0,0
11064032-MM2025-InvFer-Semaine-00,15:13:00,15:13:00,MM01,3,0,0
11064032-MM2025-InvFer-Semaine-00,15:14:38,15:14:38,MM04,4,0,0
11064032-MM2025-InvFer-Semaine-00,15:16:00,15:16:00,MM05,5,0,0
11064032-MM2025-InvFer-Semaine-00,15:17:51,15:17:51,MM07,6,0,0
11064032-MM2025-InvFer-Semaine-00,15:19:00,15:19:00,MM06,7,0,0
11064032-MM2025-InvFer-Semaine-00,15:25:00,15:25:00,MM08,8,0,0
11064033-MM2025-InvFer-Semaine-00,15:13:00,15:13:00,MM03,1,0,0
11064033-MM2025-InvFer-Semaine-00,15:17:00,15:17:00,MM02,2,0,0
11064033-MM2025-InvFer-Semaine-00,15:19:00,15:19:00,MM01,3,0,0
11064033-MM2025-InvFer-Semaine-00,15:20:38,15:20:38,MM04,4,0,0
11064033-MM2025-InvFer-Semaine-00,15:22:00,15:22:00,MM05,5,0,0
11064033-MM2025-InvFer-Semaine-00,15:23:51,15:23:51,MM07,6,0,0
11064033-MM2025-InvFer-Semaine-00,15:25:00,15:25:00,MM06,7,0,0
11064033-MM2025-InvFer-Semaine-00,15:31:00,15:31:00,MM08,8,0,0
11064034-MM2025-InvFer-Semaine-00,15:19:00,15:19:00,MM03,1,0,0
11064034-MM2025-InvFer-Semaine-00,15:23:00,15:23:00,MM02,2,0,0
11064034-MM2025-InvFer-Semaine-00,15:25:00,15:25:00,MM01,3,0,0
11064034-MM2025-InvFer-Semaine-00,15:26:38,15:26:38,MM04,4,0,0
11064034-MM2025-InvFer-Semaine-00,15:28:00,15:28:00,MM05,5,0,0
11064034-MM2025-InvFer-Semaine-00,15:29:51,15:29:51,MM07,6,0,0
11064034-MM2025-InvFer-Semaine-00,15:31:00,15:31:00,MM06,7,0,0
11064034-MM2025-InvFer-Semaine-00,15:37:00,15:37:00,MM08,8,0,0
11064035-MM2025-InvFer-Semaine-00,15:24:00,15:24:00,MM03,1,0,0
11064035-MM2025-InvFer-Semaine-00,15:28:00,15:28:00,MM02,2,0,0
11064035-MM2025-InvFer-Semaine-00,15:30:00,15:30:00,MM01,3,0,0
11064035-MM2025-InvFer-Semaine-00,15:31:38,15:31:38,MM04,4,0,0
11064035-MM2025-InvFer-Semaine-00,15:33:00,15:33:00,MM05,5,0,0
11064035-MM2025-InvFer-Semaine-00,15:34:51,15:34:51,MM07,6,0,0
11064035-MM2025-InvFer-Semaine-00,15:36:00,15:36:00,MM06,7,0,0
11064035-MM2025-InvFer-Semaine-00,15:42:00,15:42:00,MM08,8,0,0
11064036-MM2025-InvFer-Semaine-00,15:30:00,15:30:00,MM03,1,0,0
11064036-MM2025-InvFer-Semaine-00,15:34:00,15:34:00,MM02,2,0,0
11064036-MM2025-InvFer-Semaine-00,15:36:00,15:36:00,MM01,3,0,0
11064036-MM2025-InvFer-Semaine-00,15:37:38,15:37:38,MM04,4,0,0
11064036-MM2025-InvFer-Semaine-00,15:39:00,15:39:00,MM05,5,0,0
11064036-MM2025-InvFer-Semaine-00,15:40:51,15:40:51,MM07,6,0,0
11064036-MM2025-InvFer-Semaine-00,15:42:00,15:42:00,MM06,7,0,0
11064036-MM2025-InvFer-Semaine-00,15:48:00,15:48:00,MM08,8,0,0
11064037-MM2025-InvFer-Semaine-00,15:36:00,15:36:00,MM03,1,0,0
11064037-MM2025-InvFer-Semaine-00,15:40:00,15:40:00,MM02,2,0,0
11064037-MM2025-InvFer-Semaine-00,15:42:00,15:42:00,MM01,3,0,0
11064037-MM2025-InvFer-Semaine-00,15:43:38,15:43:38,MM04,4,0,0
11064037-MM2025-InvFer-Semaine-00,15:45:00,15:45:00,MM05,5,0,0
11064037-MM2025-InvFer-Semaine-00,15:46:51,15:46:51,MM07,6,0,0
11064037-MM2025-InvFer-Semaine-00,15:48:00,15:48:00,MM06,7,0,0
11064037-MM2025-InvFer-Semaine-00,15:54:00,15:54:00,MM08,8,0,0
11064038-MM2025-InvFer-Semaine-00,15:41:00,15:41:00,MM03,1,0,0
11064038-MM2025-InvFer-Semaine-00,15:45:00,15:45:00,MM02,2,0,0
11064038-MM2025-InvFer-Semaine-00,15:47:00,15:47:00,MM01,3,0,0
11064038-MM2025-InvFer-Semaine-00,15:48:38,15:48:38,MM04,4,0,0
11064038-MM2025-InvFer-Semaine-00,15:50:00,15:50:00,MM05,5,0,0
11064038-MM2025-InvFer-Semaine-00,15:51:51,15:51:51,MM07,6,0,0
11064038-MM2025-InvFer-Semaine-00,15:53:00,15:53:00,MM06,7,0,0
11064038-MM2025-InvFer-Semaine-00,15:59:00,15:59:00,MM08,8,0,0
11064039-MM2025-InvFer-Semaine-00,15:47:00,15:47:00,MM03,1,0,0
11064039-MM2025-InvFer-Semaine-00,15:51:00,15:51:00,MM02,2,0,0
11064039-MM2025-InvFer-Semaine-00,15:53:00,15:53:00,MM01,3,0,0
11064039-MM2025-InvFer-Semaine-00,15:54:38,15:54:38,MM04,4,0,0
11064039-MM2025-InvFer-Semaine-00,15:56:00,15:56:00,MM05,5,0,0
11064039-MM2025-InvFer-Semaine-00,15:57:51,15:57:51,MM07,6,0,0
11064039-MM2025-InvFer-Semaine-00,15:59:00,15:59:00,MM06,7,0,0
11064039-MM2025-InvFer-Semaine-00,16:05:00,16:05:00,MM08,8,0,0
11064040-MM2025-InvFer-Semaine-00,15:53:00,15:53:00,MM03,1,0,0
11064040-MM2025-InvFer-Semaine-00,15:57:00,15:57:00,MM02,2,0,0
11064040-MM2025-InvFer-Semaine-00,15:59:00,15:59:00,MM01,3,0,0
11064040-MM2025-InvFer-Semaine-00,16:00:38,16:00:38,MM04,4,0,0
11064040-MM2025-InvFer-Semaine-00,16:02:00,16:02:00,MM05,5,0,0
11064040-MM2025-InvFer-Semaine-00,16:03:51,16:03:51,MM07,6,0,0
11064040-MM2025-InvFer-Semaine-00,16:05:00,16:05:00,MM06,7,0,0
11064040-MM2025-InvFer-Semaine-00,16:11:00,16:11:00,MM08,8,0,0
11064041-MM2025-InvFer-Semaine-00,15:59:00,15:59:00,MM03,1,0,0
11064041-MM2025-InvFer-Semaine-00,16:03:00,16:03:00,MM02,2,0,0
11064041-MM2025-InvFer-Semaine-00,16:05:00,16:05:00,MM01,3,0,0
11064041-MM2025-InvFer-Semaine-00,16:06:38,16:06:38,MM04,4,0,0
11064041-MM2025-InvFer-Semaine-00,16:08:00,16:08:00,MM05,5,0,0
11064041-MM2025-InvFer-Semaine-00,16:09:51,16:09:51,MM07,6,0,0
11064041-MM2025-InvFer-Semaine-00,16:11:00,16:11:00,MM06,7,0,0
11064041-MM2025-InvFer-Semaine-00,16:17:00,16:17:00,MM08,8,0,0
11064042-MM2025-InvFer-Semaine-00,16:04:00,16:04:00,MM03,1,0,0
11064042-MM2025-InvFer-Semaine-00,16:08:00,16:08:00,MM02,2,0,0
11064042-MM2025-InvFer-Semaine-00,16:10:00,16:10:00,MM01,3,0,0
11064042-MM2025-InvFer-Semaine-00,16:11:38,16:11:38,MM04,4,0,0
11064042-MM2025-InvFer-Semaine-00,16:13:00,16:13:00,MM05,5,0,0
11064042-MM2025-InvFer-Semaine-00,16:14:51,16:14:51,MM07,6,0,0
11064042-MM2025-InvFer-Semaine-00,16:16:00,16:16:00,MM06,7,0,0
11064042-MM2025-InvFer-Semaine-00,16:22:00,16:22:00,MM08,8,0,0
11064043-MM2025-InvFer-Semaine-00,16:10:00,16:10:00,MM03,1,0,0
11064043-MM2025-InvFer-Semaine-00,16:14:00,16:14:00,MM02,2,0,0
11064043-MM2025-InvFer-Semaine-00,16:16:00,16:16:00,MM01,3,0,0
11064043-MM2025-InvFer-Semaine-00,16:17:38,16:17:38,MM04,4,0,0
11064043-MM2025-InvFer-Semaine-00,16:19:00,16:19:00,MM05,5,0,0
11064043-MM2025-InvFer-Semaine-00,16:20:51,16:20:51,MM07,6,0,0
11064043-MM2025-InvFer-Semaine-00,16:22:00,16:22:00,MM06,7,0,0
11064043-MM2025-InvFer-Semaine-00,16:28:00,16:28:00,MM08,8,0,0
11064044-MM2025-InvFer-Semaine-00,10:08:00,10:08:00,MM08,1,0,0
11064044-MM2025-InvFer-Semaine-00,10:13:00,10:13:00,MM06,2,0,0
11064044-MM2025-InvFer-Semaine-00,10:13:46,10:13:46,MM07,3,0,0
11064044-MM2025-InvFer-Semaine-00,10:15:00,10:15:00,MM05,4,0,0
11064044-MM2025-InvFer-Semaine-00,10:16:22,10:16:22,MM04,5,0,0
11064044-MM2025-InvFer-Semaine-00,10:18:00,10:18:00,MM01,6,0,0
11064044-MM2025-InvFer-Semaine-00,10:19:00,10:19:00,MM02,7,0,0
11064044-MM2025-InvFer-Semaine-00,10:24:00,10:24:00,MM03,8,0,0
11064045-MM2025-InvFer-Semaine-00,10:14:00,10:14:00,MM08,1,0,0
11064045-MM2025-InvFer-Semaine-00,10:19:00,10:19:00,MM06,2,0,0
11064045-MM2025-InvFer-Semaine-00,10:19:46,10:19:46,MM07,3,0,0
11064045-MM2025-InvFer-Semaine-00,10:21:00,10:21:00,MM05,4,0,0
11064045-MM2025-InvFer-Semaine-00,10:22:22,10:22:22,MM04,5,0,0
11064045-MM2025-InvFer-Semaine-00,10:24:00,10:24:00,MM01,6,0,0
11064045-MM2025-InvFer-Semaine-00,10:25:00,10:25:00,MM02,7,0,0
11064045-MM2025-InvFer-Semaine-00,10:30:00,10:30:00,MM03,8,0,0
11064046-MM2025-InvFer-Semaine-00,10:20:00,10:20:00,MM08,1,0,0
11064046-MM2025-InvFer-Semaine-00,10:25:00,10:25:00,MM06,2,0,0
11064046-MM2025-InvFer-Semaine-00,10:25:46,10:25:46,MM07,3,0,0
11064046-MM2025-InvFer-Semaine-00,10:27:00,10:27:00,MM05,4,0,0
11064046-MM2025-InvFer-Semaine-00,10:28:22,10:28:22,MM04,5,0,0
